Geneid	GeneSymbol	Chromosome	Start	End	Class	Strand	Length
ENSMUSG00000089553.1	 Gm24176	chr1	23245211	23245331	 snoRNA	+	120
ENSMUSG00000102766.1	 Gm6420	chr1	23255685	23256407	 TEC	-	722
ENSMUSG00000065405.3	 Mir30a	chr1	23272269	23272339	 miRNA	+	70
ENSMUSG00000097970.1	 Gm27028	chr1	23291537	23291935	 lncRNA	+	398
ENSMUSG00000065567.1	 Mir30c-2	chr1	23291701	23291784	 miRNA	+	83
ENSMUSG00000100775.1	 Gm29107	chr1	23293729	23294075	 lncRNA	+	346
ENSMUSG00000101226.1	 Gm20954	chr1	23345956	23346599	 processed_pseudogene	-	643
ENSMUSG00000026158.11	 Ogfrl1	chr1	23366424	23397772	 protein_coding	-	31348
ENSMUSG00000097920.1	 Gm7784	chr1	23479539	23480527	 processed_pseudogene	+	988
ENSMUSG00000099503.1	 Gm28822	chr1	23574587	23596664	 lncRNA	+	22077
ENSMUSG00000026156.8	 B3gat2	chr1	23761753	23849158	 protein_coding	+	87405
ENSMUSG00000026155.13	 Smap1	chr1	23844846	23922317	 protein_coding	-	77471
ENSMUSG00000026154.4	 Sdhaf4	chr1	23995939	24005656	 protein_coding	-	9717
ENSMUSG00000102495.1	 Gm26524	chr1	24005505	24005894	 TEC	+	389
ENSMUSG00000026153.15	 Fam135a	chr1	24011093	24100341	 protein_coding	-	89248
ENSMUSG00000102398.1	 Gm37580	chr1	24100625	24103424	 TEC	+	2799
ENSMUSG00000097670.1	 Gm26607	chr1	24125275	24126141	 processed_pseudogene	+	866
ENSMUSG00000026147.16	 Col9a1	chr1	24177610	24252684	 protein_coding	+	75074
ENSMUSG00000026141.13	 Col19a1	chr1	24261890	24587472	 protein_coding	-	325582
ENSMUSG00000077463.1	 Gm26418	chr1	24548841	24548977	 snoRNA	-	136
ENSMUSG00000099997.1	 Tubb4b-ps2	chr1	24594087	24595423	 processed_pseudogene	-	1336
ENSMUSG00000100131.1	 Gm28439	chr1	24611535	24612410	 unprocessed_pseudogene	-	875
ENSMUSG00000067736.2	 Gm10222	chr1	24612407	24612700	 unprocessed_pseudogene	-	293
ENSMUSG00000101939.1	 Gm28438	chr1	24612775	24613119	 unprocessed_pseudogene	-	344
ENSMUSG00000101111.1	 Gm28437	chr1	24613189	24613971	 unprocessed_pseudogene	-	782
ENSMUSG00000100862.1	 Gm10925	chr1	24613974	24614651	 unprocessed_pseudogene	-	677
ENSMUSG00000102070.1	 Gm28661	chr1	24614885	24615565	 unprocessed_pseudogene	-	680
ENSMUSG00000101249.1	 Gm29216	chr1	24615706	24616197	 unprocessed_pseudogene	-	491
ENSMUSG00000073725.8	 Lmbrd1	chr1	24678630	24766301	 protein_coding	+	87671
ENSMUSG00000100808.1	 Gm28594	chr1	24910461	24911659	 processed_pseudogene	-	1198
ENSMUSG00000100483.1	 Gm28237	chr1	24963209	24965158	 lncRNA	-	1949
ENSMUSG00000100450.1	 Gm9443	chr1	25011941	25012756	 processed_pseudogene	+	815
ENSMUSG00000099392.1	 Gm29414	chr1	25026581	25027232	 lncRNA	-	651
ENSMUSG00000033569.17	 Adgrb3	chr1	25067476	25829707	 protein_coding	-	762231
ENSMUSG00000080849.1	 Gm15702	chr1	25223730	25224173	 processed_pseudogene	+	443
ENSMUSG00000104257.1	 Gm20172	chr1	25276404	25277954	 TEC	-	1550
ENSMUSG00000096866.1	 Gm22260	chr1	25279445	25279551	 snRNA	-	106
ENSMUSG00000102296.1	 Gm37543	chr1	25284218	25285248	 TEC	-	1030
ENSMUSG00000103209.1	 Gm37331	chr1	25296512	25299886	 TEC	-	3374
ENSMUSG00000104027.1	 Gm37211	chr1	25314276	25317708	 TEC	-	3432
ENSMUSG00000102407.1	 Gm37862	chr1	25325866	25328398	 TEC	-	2532
ENSMUSG00000103214.1	 Gm38286	chr1	25345978	25349082	 TEC	-	3104
ENSMUSG00000104100.1	 Gm37880	chr1	25362564	25365820	 TEC	-	3256
ENSMUSG00000084740.1	 Gm25294	chr1	25451071	25451174	 snRNA	+	103
ENSMUSG00000103889.1	 Gm37011	chr1	25608250	25611184	 TEC	-	2934
ENSMUSG00000101301.1	 Gm29214	chr1	25614946	25615515	 processed_pseudogene	-	569
ENSMUSG00000104221.1	 Gm37051	chr1	25620238	25623180	 TEC	-	2942
ENSMUSG00000102250.1	 Gm38260	chr1	25672245	25676239	 TEC	-	3994
ENSMUSG00000102317.1	 Gm37628	chr1	25686062	25691501	 TEC	-	5439
ENSMUSG00000103563.1	 8030445P17Rik	chr1	25722038	25724778	 TEC	-	2740
ENSMUSG00000102465.1	 Gm38198	chr1	25735389	25738969	 TEC	-	3580
ENSMUSG00000102659.1	 Gm37077	chr1	25755343	25759033	 TEC	-	3690
ENSMUSG00000103924.1	 Gm37895	chr1	25775757	25780306	 TEC	-	4549
ENSMUSG00000104132.1	 Gm36952	chr1	25797281	25800905	 TEC	-	3624
ENSMUSG00000102747.1	 Gm37602	chr1	25804097	25807406	 TEC	-	3309
ENSMUSG00000102386.1	 2900022M07Rik	chr1	25808956	25809972	 TEC	-	1016
ENSMUSG00000103004.1	 2900002M20Rik	chr1	25824390	25824719	 TEC	-	329
ENSMUSG00000104516.1	 Gm9884	chr1	25830657	25831878	 TEC	+	1221
ENSMUSG00000101618.1	 Gm18443	chr1	25996604	25997159	 processed_pseudogene	-	555
ENSMUSG00000099458.1	 Gm19123	chr1	26466236	26466886	 processed_pseudogene	+	650
ENSMUSG00000088111.1	 Gm24064	chr1	26566833	26566938	 snoRNA	+	105
ENSMUSG00000073722.3	 4931408C20Rik	chr1	26681814	26687460	 protein_coding	-	5646
ENSMUSG00000095256.1	 n-R5s209	chr1	26959103	26959221	 rRNA	-	118
ENSMUSG00000100310.1	 Gm19641	chr1	27336352	27336768	 processed_pseudogene	-	416
ENSMUSG00000101514.1	 Gm5524	chr1	27884046	27902396	 lncRNA	+	18350
ENSMUSG00000101033.1	 Gm18776	chr1	27900419	27901072	 processed_pseudogene	-	653
ENSMUSG00000101372.1	 Gm19028	chr1	27989910	27991782	 processed_pseudogene	+	1872
ENSMUSG00000103241.1	 Gm38089	chr1	28569918	28571431	 TEC	+	1513
ENSMUSG00000086240.4	 Gm7846	chr1	28580499	28580772	 processed_pseudogene	-	273
ENSMUSG00000048411.4	 Gm597	chr1	28776117	28780252	 protein_coding	-	4135
ENSMUSG00000081557.2	 Gm5697	chr1	28800240	28802721	 processed_pseudogene	-	2481
ENSMUSG00000058590.2	 Gm6462	chr1	28938036	28938339	 processed_pseudogene	+	303
ENSMUSG00000101235.1	 Gm18033	chr1	29219700	29220249	 processed_pseudogene	+	549
ENSMUSG00000064433.1	 Gm25586	chr1	29280964	29281075	 misc_RNA	-	111
ENSMUSG00000080625.1	 Gm22679	chr1	29301480	29301579	 miRNA	+	99
ENSMUSG00000080391.1	 Gm23785	chr1	29361275	29361370	 miRNA	-	95
ENSMUSG00000099257.1	 Mir6342	chr1	29421488	29421612	 miRNA	+	124
ENSMUSG00000099492.1	 Gm5525	chr1	29484604	29485915	 processed_pseudogene	-	1311
ENSMUSG00000101726.1	 Gm7858	chr1	29930094	29930715	 processed_pseudogene	+	621
ENSMUSG00000096829.1	 Gm23771	chr1	29985934	29986043	 miRNA	+	109
ENSMUSG00000098883.1	 Gm27430	chr1	30333291	30333397	 miRNA	-	106
ENSMUSG00000053185.2	 Gm9898	chr1	30718560	30719962	 lncRNA	-	1402
ENSMUSG00000100261.1	 Gm6473	chr1	30769687	30771815	 unprocessed_pseudogene	+	2128
ENSMUSG00000101180.1	 Gm2914	chr1	30794548	30794875	 processed_pseudogene	-	327
ENSMUSG00000048874.15	 Phf3	chr1	30802339	30873921	 protein_coding	-	71582
ENSMUSG00000103783.1	 Gm37522	chr1	30833548	30836431	 TEC	-	2883
ENSMUSG00000104315.1	 Gm37906	chr1	30865504	30868538	 TEC	-	3034
ENSMUSG00000026064.16	 Ptp4a1	chr1	30940302	30949309	 protein_coding	-	9007
ENSMUSG00000117310.1	 Ptp4a1	chr1	30940302	30949770	 protein_coding	-	9468
ENSMUSG00000117091.1	 Gm5698	chr1	30977243	30977968	 protein_coding	-	725
ENSMUSG00000086726.3	 Gm9458	chr1	30986225	30986953	 processed_pseudogene	-	728
ENSMUSG00000086727.8	 4931428L18Rik	chr1	30997842	31222684	 protein_coding	-	224842
ENSMUSG00000100237.1	 Gm28644	chr1	31041919	31043675	 lncRNA	+	1756
ENSMUSG00000098529.1	 Gm27362	chr1	31122725	31122862	 rRNA	-	137
ENSMUSG00000100910.1	 Gm29128	chr1	31136026	31150105	 lncRNA	+	14079
ENSMUSG00000099796.1	 Gm7893	chr1	31164549	31164773	 processed_pseudogene	+	224
ENSMUSG00000050217.13	 Lgsn	chr1	31176401	31204725	 protein_coding	+	28324
ENSMUSG00000026063.4	 Pih1d3	chr1	31222838	31224288	 protein_coding	+	1450
ENSMUSG00000077664.1	 Gm26145	chr1	31259593	31259719	 snoRNA	-	126
ENSMUSG00000100205.1	 Gm4850	chr1	31267326	31267884	 processed_pseudogene	+	558
ENSMUSG00000100592.1	 Gm28645	chr1	31274892	31275455	 processed_pseudogene	+	563
ENSMUSG00000094215.2	 Gm6489	chr1	31286945	31287640	 processed_pseudogene	+	695
ENSMUSG00000101093.1	 Gm10307	chr1	31559540	31561400	 processed_pseudogene	+	1860
ENSMUSG00000070960.4	 Gm19680	chr1	31615149	31616661	 processed_pseudogene	+	1512
ENSMUSG00000088620.1	 Gm23032	chr1	31656632	31656738	 snRNA	-	106
ENSMUSG00000082159.2	 Gm7910	chr1	31736057	31736891	 processed_pseudogene	+	834
ENSMUSG00000026058.11	 Khdrbs2	chr1	32172714	32658568	 protein_coding	+	485854
ENSMUSG00000064688.1	 Gm25814	chr1	32213133	32213239	 snRNA	-	106
ENSMUSG00000103482.1	 Gm37999	chr1	32473757	32475565	 TEC	+	1808
ENSMUSG00000104498.1	 Gm37110	chr1	32485315	32486942	 TEC	+	1627
ENSMUSG00000104313.1	 Gm37911	chr1	32496444	32497988	 TEC	+	1544
ENSMUSG00000102865.1	 Gm9839	chr1	32519563	32520999	 TEC	-	1436
ENSMUSG00000102321.1	 Gm37792	chr1	32539028	32542440	 TEC	+	3412
ENSMUSG00000091318.2	 Gm5415	chr1	32543686	32547294	 protein_coding	-	3608
ENSMUSG00000089489.1	 Gm24732	chr1	32568359	32568421	 snRNA	-	62
ENSMUSG00000104433.1	 Gm37426	chr1	32710179	32712648	 TEC	+	2469
ENSMUSG00000089395.1	 Gm23024	chr1	32726639	32726930	 misc_RNA	+	291
ENSMUSG00000102926.1	 Gm37151	chr1	32967484	32972490	 TEC	-	5006
ENSMUSG00000100497.1	 Gm28624	chr1	33028160	33030290	 processed_pseudogene	-	2130
ENSMUSG00000102917.1	 Gm37724	chr1	33065130	33066350	 lncRNA	+	1220
ENSMUSG00000100481.1	 Gm7114	chr1	33100907	33102695	 processed_pseudogene	+	1788
ENSMUSG00000100590.1	 Gm4785	chr1	33108905	33109655	 processed_pseudogene	-	750
ENSMUSG00000088750.1	 Gm24901	chr1	33191993	33192102	 snRNA	+	109
ENSMUSG00000104230.1	 Gm37591	chr1	33212774	33215475	 lncRNA	-	2701
ENSMUSG00000101754.2	 Gm2987	chr1	33235939	33237631	 processed_pseudogene	+	1692
ENSMUSG00000065223.1	 Gm25792	chr1	33293676	33293775	 snRNA	+	99
ENSMUSG00000100318.2	 Gm18799	chr1	33315670	33316582	 processed_pseudogene	-	912
ENSMUSG00000101612.2	 Gm7933	chr1	33371331	33373585	 processed_pseudogene	+	2254
ENSMUSG00000065260.1	 Gm23453	chr1	33422733	33422838	 snRNA	+	105
ENSMUSG00000026134.11	 Prim2	chr1	33453810	33669795	 protein_coding	-	215985
ENSMUSG00000101682.1	 Gm29228	chr1	33482101	33482518	 processed_pseudogene	+	417
ENSMUSG00000102714.1	 Gm37618	chr1	33613758	33616832	 TEC	-	3074
ENSMUSG00000102093.1	 Gm17813	chr1	33657781	33658108	 processed_pseudogene	+	327
ENSMUSG00000103746.1	 1700001G17Rik	chr1	33669824	33670712	 TEC	+	888
ENSMUSG00000102198.1	 Gm38173	chr1	33671915	33674228	 TEC	-	2313
ENSMUSG00000004768.14	 Rab23	chr1	33719887	33742564	 protein_coding	+	22677
ENSMUSG00000042215.8	 Bag2	chr1	33745484	33757795	 protein_coding	-	12311
ENSMUSG00000103072.1	 Gm37905	chr1	33748007	33748347	 TEC	+	340
ENSMUSG00000042197.13	 Zfp451	chr1	33761545	33814595	 protein_coding	-	53050
ENSMUSG00000081402.4	 Gm15455	chr1	33836124	33838680	 processed_pseudogene	-	2556
ENSMUSG00000042182.16	 Bend6	chr1	33852052	33907816	 protein_coding	-	55764
ENSMUSG00000104416.1	 Gm37067	chr1	33889490	33891117	 TEC	-	1627
ENSMUSG00000026131.19	 Dst	chr1	33908225	34308661	 protein_coding	+	400436
ENSMUSG00000103596.1	 Gm37354	chr1	33922455	33924838	 TEC	+	2383
ENSMUSG00000099382.1	 Gm28631	chr1	33963352	33963685	 processed_pseudogene	-	333
ENSMUSG00000084506.1	 Gm23792	chr1	33981410	33981502	 snRNA	-	92
ENSMUSG00000103364.1	 Gm38157	chr1	34032100	34033797	 TEC	+	1697
ENSMUSG00000105982.1	 Mir6896	chr1	34117359	34117431	 miRNA	+	72
ENSMUSG00000096992.3	 Gm26788	chr1	34165856	34178446	 lncRNA	-	12590
ENSMUSG00000103001.1	 A930005N03Rik	chr1	34269882	34271128	 TEC	-	1246
ENSMUSG00000104397.1	 Gm37958	chr1	34329433	34330307	 lncRNA	-	874
ENSMUSG00000102839.1	 Gm37385	chr1	34350775	34351161	 TEC	+	386
ENSMUSG00000101206.1	 Gm5266	chr1	34367371	34369003	 processed_pseudogene	+	1632
ENSMUSG00000101462.2	 Gm3052	chr1	34415050	34417986	 transcribed_processed_pseudogene	-	2936
ENSMUSG00000102336.1	 Gm37233	chr1	34427002	34433264	 lncRNA	-	6262
ENSMUSG00000092852.1	 Mir5103	chr1	34433121	34433199	 miRNA	-	78
ENSMUSG00000042111.9	 Ccdc115	chr1	34436670	34439672	 protein_coding	-	3002
ENSMUSG00000101711.1	 Gm28306	chr1	34439511	34444730	 lncRNA	-	5219
ENSMUSG00000026127.13	 Imp4	chr1	34439851	34449356	 protein_coding	+	9505
ENSMUSG00000026126.15	 Ptpn18	chr1	34459762	34475733	 protein_coding	+	15971
ENSMUSG00000100280.2	 Gm28417	chr1	34468834	34473148	 lncRNA	-	4314
ENSMUSG00000101223.6	 4930568A12Rik	chr1	34477167	34485933	 lncRNA	-	8766
ENSMUSG00000026125.9	 Prss39	chr1	34498410	34503063	 protein_coding	+	4653
ENSMUSG00000101116.1	 Gm28416	chr1	34523716	34524007	 processed_pseudogene	-	291
ENSMUSG00000026124.4	 Cfc1	chr1	34535648	34544313	 protein_coding	+	8665
ENSMUSG00000101803.1	 Gm28419	chr1	34538086	34538560	 processed_pseudogene	-	474
ENSMUSG00000037529.13	 Prss40	chr1	34543968	34560943	 protein_coding	-	16975
ENSMUSG00000045815.4	 1700101I19Rik	chr1	34579202	34579711	 lncRNA	-	509
ENSMUSG00000045174.10	 Amer3	chr1	34579657	34590944	 protein_coding	+	11287
ENSMUSG00000100524.1	 Gm28418	chr1	34607297	34607719	 processed_pseudogene	-	422
ENSMUSG00000102499.1	 Gm36984	chr1	34610572	34610806	 processed_pseudogene	-	234
ENSMUSG00000103521.1	 Gm29730	chr1	34610908	34612303	 processed_pseudogene	-	1395
ENSMUSG00000104098.1	 AA619741	chr1	34635544	34636189	 processed_pseudogene	-	645
ENSMUSG00000037509.21	 Arhgef4	chr1	34678188	34813309	 protein_coding	+	135121
ENSMUSG00000102537.1	 Gm37224	chr1	34752775	34752922	 processed_pseudogene	+	147
ENSMUSG00000102612.1	 Gm37845	chr1	34753123	34753477	 processed_pseudogene	+	354
ENSMUSG00000118272.1	 Arhgef4	chr1	34801794	34801964	 protein_coding	+	170
ENSMUSG00000104002.2	 Gm38336	chr1	34809360	34811908	 lncRNA	-	2548
ENSMUSG00000037503.12	 Fam168b	chr1	34813219	34843065	 protein_coding	-	29846
ENSMUSG00000104358.1	 Gm37127	chr1	34823525	34826560	 TEC	+	3035
ENSMUSG00000026123.11	 Plekhb2	chr1	34849976	34879580	 protein_coding	+	29604
ENSMUSG00000103716.1	 Gm19430	chr1	34928509	34930645	 processed_pseudogene	+	2136
ENSMUSG00000103548.1	 Gm37670	chr1	34969627	34969855	 processed_pseudogene	-	228
ENSMUSG00000103760.1	 Gm8009	chr1	34970065	34970500	 processed_pseudogene	+	435
ENSMUSG00000103997.1	 Gm38027	chr1	34985656	34985890	 processed_pseudogene	+	234
ENSMUSG00000077231.1	 Gm25096	chr1	35178956	35179084	 snoRNA	-	128
ENSMUSG00000104417.1	 Gm37068	chr1	35625606	35651297	 lncRNA	-	25691
ENSMUSG00000064601.1	 Gm25634	chr1	35761602	35761706	 snRNA	+	104
ENSMUSG00000101714.1	 Gm28415	chr1	35806974	35810462	 lncRNA	+	3488
ENSMUSG00000102531.1	 1110002O04Rik	chr1	35879845	35881119	 lncRNA	+	1274
ENSMUSG00000103096.1	 Gm8022	chr1	35958919	35959822	 processed_pseudogene	+	903
ENSMUSG00000102279.1	 Gm37146	chr1	35981960	35986373	 lncRNA	-	4413
ENSMUSG00000103708.1	 Gm33222	chr1	36002985	36011044	 lncRNA	-	8059
ENSMUSG00000104201.1	 4930535G08Rik	chr1	36011072	36011894	 lncRNA	+	822
ENSMUSG00000102434.1	 Gm38049	chr1	36029647	36031018	 TEC	-	1371
ENSMUSG00000045216.7	 Hs6st1	chr1	36068400	36106446	 protein_coding	+	38046
ENSMUSG00000104523.1	 Gm37335	chr1	36105384	36106446	 lncRNA	-	1062
ENSMUSG00000102202.1	 Gm33280	chr1	36132042	36138746	 lncRNA	+	6704
ENSMUSG00000037470.14	 Uggt1	chr1	36140027	36244720	 protein_coding	-	104693
ENSMUSG00000098752.1	 Mir6897	chr1	36144252	36144313	 miRNA	-	61
ENSMUSG00000047180.8	 Neurl3	chr1	36264597	36274679	 protein_coding	-	10082
ENSMUSG00000037447.16	 Arid5a	chr1	36307733	36324029	 protein_coding	+	16296
ENSMUSG00000102762.1	 4930403P22Rik	chr1	36332708	36333420	 lncRNA	+	712
ENSMUSG00000010453.12	 Kansl3	chr1	36335730	36369181	 protein_coding	-	33451
ENSMUSG00000098680.1	 Mir6898	chr1	36348682	36348758	 miRNA	-	76
ENSMUSG00000037432.15	 Fer1l5	chr1	36372291	36422110	 protein_coding	+	49819
ENSMUSG00000001143.13	 Lman2l	chr1	36419871	36445271	 protein_coding	-	25400
ENSMUSG00000037408.10	 Cnnm4	chr1	36471620	36508764	 protein_coding	+	37144
ENSMUSG00000104316.1	 Gm37909	chr1	36473952	36476110	 TEC	+	2158
ENSMUSG00000106081.1	 Gm47280	chr1	36506562	36506702	 miRNA	+	140
ENSMUSG00000001138.13	 Cnnm3	chr1	36511867	36528237	 protein_coding	+	16370
ENSMUSG00000102845.1	 Gm38033	chr1	36527534	36528237	 lncRNA	-	703
ENSMUSG00000067653.12	 Ankrd23	chr1	36530188	36536883	 protein_coding	-	6695
ENSMUSG00000109510.1	 Gm42417	chr1	36530193	36539429	 protein_coding	-	9236
ENSMUSG00000079610.9	 Ankrd39	chr1	36537507	36547445	 protein_coding	-	9938
ENSMUSG00000026121.13	 Sema4c	chr1	36548639	36558349	 protein_coding	-	9710
ENSMUSG00000087589.3	 D430040D24Rik	chr1	36557701	36565613	 lncRNA	+	7912
ENSMUSG00000046337.17	 Fam178b	chr1	36562692	36683183	 protein_coding	-	120491
ENSMUSG00000089906.1	 Gm6428	chr1	36601802	36602146	 processed_pseudogene	+	344
ENSMUSG00000077939.1	 Gm24133	chr1	36663965	36664039	 miRNA	+	74
ENSMUSG00000061518.11	 Cox5b	chr1	36691449	36693681	 protein_coding	+	2232
ENSMUSG00000037351.9	 Actr1b	chr1	36698114	36714422	 protein_coding	-	16308
ENSMUSG00000102416.4	 4933424G06Rik	chr1	36710149	36757953	 protein_coding	+	47804
ENSMUSG00000104237.1	 Gm33533	chr1	36739048	36744792	 lncRNA	-	5744
ENSMUSG00000026117.10	 Zap70	chr1	36761798	36782818	 protein_coding	+	21020
ENSMUSG00000097291.1	 Gm18828	chr1	36764863	36765874	 transcribed_processed_pseudogene	-	1011
ENSMUSG00000026116.11	 Tmem131	chr1	36792191	36943666	 protein_coding	-	151475
ENSMUSG00000103016.1	 Gm37506	chr1	36871903	36872045	 TEC	-	142
ENSMUSG00000102930.1	 Gm38115	chr1	36913601	36916539	 lncRNA	-	2938
ENSMUSG00000103159.1	 F830112A20Rik	chr1	36922797	36926348	 TEC	-	3551
ENSMUSG00000080054.3	 Rpl12-ps1	chr1	36957930	36958427	 processed_pseudogene	-	497
ENSMUSG00000095944.1	 n-R5s210	chr1	37005439	37005557	 rRNA	+	118
ENSMUSG00000050122.19	 Vwa3b	chr1	37026596	37187613	 protein_coding	+	161017
ENSMUSG00000103603.1	 Gm37020	chr1	37132273	37133264	 lncRNA	-	991
ENSMUSG00000026114.14	 Cnga3	chr1	37214434	37263384	 protein_coding	+	48950
ENSMUSG00000102231.1	 1700074A21Rik	chr1	37299352	37299697	 TEC	-	345
ENSMUSG00000026113.17	 Inpp4a	chr1	37299865	37410736	 protein_coding	+	110871
ENSMUSG00000086064.1	 4930439A04Rik	chr1	37329667	37334172	 lncRNA	-	4505
ENSMUSG00000102879.1	 Gm37135	chr1	37330971	37331504	 TEC	-	533
ENSMUSG00000026112.7	 Coa5	chr1	37417084	37430103	 protein_coding	-	13019
ENSMUSG00000026111.15	 Unc50	chr1	37430139	37439124	 protein_coding	+	8985
ENSMUSG00000026110.15	 Mgat4a	chr1	37439340	37541016	 protein_coding	-	101676
ENSMUSG00000103948.1	 4930594C11Rik	chr1	37485851	37488605	 TEC	-	2754
ENSMUSG00000087233.1	 Gm43213	chr1	37487193	37488982	 processed_pseudogene	-	1789
ENSMUSG00000026090.16	 2010300C02Rik	chr1	37611677	37720085	 protein_coding	-	108408
ENSMUSG00000089767.1	 4930556I23Rik	chr1	37614259	37615372	 lncRNA	+	1113
ENSMUSG00000104365.1	 4930470B04Rik	chr1	37660722	37662647	 TEC	+	1925
ENSMUSG00000102650.1	 Gm19863	chr1	37694447	37696664	 TEC	-	2217
ENSMUSG00000060771.14	 Tsga10	chr1	37754776	37866429	 protein_coding	-	111653
ENSMUSG00000097268.1	 Gm26805	chr1	37865299	37871388	 lncRNA	+	6089
ENSMUSG00000037216.5	 Lipt1	chr1	37871738	37876228	 protein_coding	+	4490
ENSMUSG00000026088.15	 Mitd1	chr1	37874801	37890411	 protein_coding	-	15610
ENSMUSG00000026087.11	 Mrpl30	chr1	37890477	37898535	 protein_coding	+	8058
ENSMUSG00000061584.6	 Lyg2	chr1	37905923	37916493	 protein_coding	-	10570
ENSMUSG00000087374.1	 Gm15457	chr1	37933596	37954136	 lncRNA	+	20540
ENSMUSG00000026085.11	 Lyg1	chr1	37946736	37957759	 protein_coding	-	11023
ENSMUSG00000089141.1	 Gm23409	chr1	37973967	37974203	 misc_RNA	+	236
ENSMUSG00000058407.12	 Txndc9	chr1	37985189	37997893	 protein_coding	-	12704
ENSMUSG00000026083.12	 Eif5b	chr1	37998010	38055579	 protein_coding	+	57569
ENSMUSG00000026082.11	 Rev1	chr1	38052786	38129801	 protein_coding	-	77015
ENSMUSG00000103804.1	 Gm37062	chr1	38076295	38077305	 lncRNA	-	1010
ENSMUSG00000102716.1	 Gm5099	chr1	38132083	38159892	 lncRNA	+	27809
ENSMUSG00000037138.17	 Aff3	chr1	38177326	38664955	 protein_coding	-	487629
ENSMUSG00000085391.1	 Gm16150	chr1	38235420	38246666	 lncRNA	+	11246
ENSMUSG00000085280.1	 Gm16151	chr1	38307902	38311930	 lncRNA	+	4028
ENSMUSG00000087131.7	 Gm16152	chr1	38384949	38393974	 lncRNA	+	9025
ENSMUSG00000102984.1	 Gm34727	chr1	38487519	38488047	 processed_pseudogene	+	528
ENSMUSG00000102541.1	 Gm38135	chr1	38722620	38723121	 processed_pseudogene	+	501
ENSMUSG00000103531.1	 2610300A13Rik	chr1	38767184	38767686	 TEC	+	502
ENSMUSG00000048814.10	 Lonrf2	chr1	38793645	38836711	 protein_coding	-	43066
ENSMUSG00000026080.13	 Chst10	chr1	38863867	38898161	 protein_coding	-	34294
ENSMUSG00000103647.1	 Gm37707	chr1	38884754	38888072	 lncRNA	+	3318
ENSMUSG00000102447.1	 Gm6621	chr1	38907945	38908716	 processed_pseudogene	+	771
ENSMUSG00000067604.8	 Nms	chr1	38939149	38950276	 protein_coding	+	11127
ENSMUSG00000026078.10	 Pdcl3	chr1	38985608	38997238	 protein_coding	+	11630
ENSMUSG00000103046.1	 Gm37309	chr1	38992678	38994316	 TEC	+	1638
ENSMUSG00000104188.1	 Gm37821	chr1	39048648	39057637	 lncRNA	-	8989
ENSMUSG00000103182.1	 Gm37091	chr1	39081252	39083338	 TEC	-	2086
ENSMUSG00000098833.1	 Mir6349	chr1	39186896	39186992	 miRNA	-	96
ENSMUSG00000026077.15	 Npas2	chr1	39193731	39363236	 protein_coding	+	169505
ENSMUSG00000092553.1	 Gm20428	chr1	39276283	39276565	 processed_pseudogene	-	282
ENSMUSG00000092563.1	 Gm3617	chr1	39314899	39315453	 processed_pseudogene	+	554
ENSMUSG00000073702.11	 Rpl31	chr1	39367842	39371911	 protein_coding	+	4069
ENSMUSG00000003134.10	 Tbc1d8	chr1	39371492	39478755	 protein_coding	-	107263
ENSMUSG00000102607.1	 Gm37265	chr1	39419048	39419932	 TEC	-	884
ENSMUSG00000065629.2	 Gm24826	chr1	39519533	39519747	 snoRNA	+	214
ENSMUSG00000104827.1	 Gm24826	chr1	39519533	39519748	 snoRNA	+	215
ENSMUSG00000003135.15	 Cnot11	chr1	39534992	39546889	 protein_coding	+	11897
ENSMUSG00000085894.1	 Gm15832	chr1	39547570	39552002	 lncRNA	-	4432
ENSMUSG00000077704.1	 Snord89	chr1	39548745	39548854	 snoRNA	-	109
ENSMUSG00000048234.13	 Rnf149	chr1	39551296	39577405	 protein_coding	-	26109
ENSMUSG00000064936.1	 Gm23722	chr1	39573746	39573875	 snoRNA	-	129
ENSMUSG00000102471.1	 Gm5100	chr1	39597417	39598005	 processed_pseudogene	-	588
ENSMUSG00000050967.5	 Creg2	chr1	39618406	39651474	 protein_coding	-	33068
ENSMUSG00000097083.1	 D930019O06Rik	chr1	39650176	39657390	 lncRNA	+	7214
ENSMUSG00000057173.8	 Rfx8	chr1	39665301	39720997	 protein_coding	-	55696
ENSMUSG00000091937.3	 Gm3646	chr1	39804148	39805332	 protein_coding	-	1184
ENSMUSG00000101634.6	 1700066B17Rik	chr1	39839175	39847334	 lncRNA	-	8159
ENSMUSG00000026074.15	 Map4k4	chr1	39900913	40026310	 protein_coding	+	125397
ENSMUSG00000102985.1	 4930456G14Rik	chr1	40049039	40050368	 TEC	-	1329
ENSMUSG00000026073.13	 Il1r2	chr1	40074079	40125231	 protein_coding	+	51152
ENSMUSG00000097899.2	 Gm16894	chr1	40076228	40085851	 lncRNA	-	9623
ENSMUSG00000102975.1	 Gm37347	chr1	40088511	40091581	 TEC	+	3070
ENSMUSG00000026072.12	 Il1r1	chr1	40225080	40317257	 protein_coding	+	92177
ENSMUSG00000103560.1	 Gm38070	chr1	40238020	40244499	 TEC	+	6479
ENSMUSG00000070942.8	 Il1rl2	chr1	40324610	40367562	 protein_coding	+	42952
ENSMUSG00000103230.1	 Gm17970	chr1	40353852	40354536	 processed_pseudogene	+	684
ENSMUSG00000026069.15	 Il1rl1	chr1	40429570	40465415	 protein_coding	+	35845
